foodname,portiondesc
"Potato, complete instant mix, mashed, with water",cup
Potato patty,cup
Potato patty,"patty (3"" to 3-1/2"" across)"
Potato puffs (Tater Tots),cup
Potato puffs (Tater Tots),portion (10 Crispy Crowns)
Potato puffs (Tater Tots),portion (10 puffs)
Potato puffs (Tater Tots),tater tot
"Potato, baked, stuffed with butter or margarine, peel not eaten",cup
"Potato, baked, stuffed with butter or margarine, peel not eaten",medium potato
"Potato, baked, stuffed with sour cream, peel not eaten",cup
"Potato, baked, stuffed with sour cream, peel not eaten",medium potato
"Potato, baked, stuffed with cheese, peel not eaten",cup
"Potato, baked, stuffed with cheese, peel not eaten",medium potato
"Potato, baked, stuffed with cheese, peel not eaten","portion (1/2 potato, frozen)"
"Potato, baked, stuffed with chili, peel not eaten",medium potato
"Potato, baked, stuffed with broccoli and cheese sauce, peel not eaten",medium potato
"Potato, baked, stuffed with butter or margarine, peel eaten",medium potato
"Potato, baked, stuffed with sour cream, peel eaten",medium potato
"Potato, baked, stuffed with cheese, peel eaten",medium potato
"Potato, baked, stuffed with cheese, peel eaten","portion (1/2 potato, frozen)"
"Potato, baked, stuffed with chili, peel eaten",medium potato
"Potato, baked, stuffed with broccoli and cheese sauce, peel eaten",Weight Watchers entree
"Potato, baked, stuffed with broccoli and cheese sauce, peel eaten",medium potato
"Potato, baked, stuffed with bacon and cheese, peel eaten",medium potato
"Potato, baked, stuffed with bacon and cheese, peel not eaten",medium potato
"Potato salad, with egg, with mayonnaise ",cup
"Potato salad, with egg, no dressing",cup
"Potato salad, German style",cup
"Potato salad, with mayonnaise",cup
"Potato salad, with fat-free mayonnaise-type dressing (Miracle Whip Free)",cup
"Potato salad, no dressing",cup
"Potato salad, with sour cream",cup
Potato pancake,"potato pancake (2-3/4"" across, 1/8"" thick)"
Potato pancake,"potato pancake (3-1/4"" x 3-5/8"" x 1/4"" thick)"
Potato pancake,potato pancake (frozen)
"Potato, stewed, Mexican style",cup
"Potato, stewed with Tomatoes, Mexican style ",cup
"Potato, stewed with Tomatoes, with vegetable oil",cup
"Potato, stewed with Tomatoes, no fat added",cup
"Potato, stewed with Tomatoes, with butter",cup
"Cream of potato soup, prepared with milk ",cup
"Potato soup, prepared with water",cup
"Potato soup, instant, made from dry mix",cup
Potato and cheese soup,cup
Macaroni and potato soup,cup
Potato chowder,cup
"Plantain soup, Puerto Rican style",cup
"Plantain, green, boiled (with salt, no fat added)",medium
"Plantain, green, boiled (with salt, no fat added)",slice
"Plantain, green, fried, Puerto Rican style","medium tostone (4"" x 2-1/2"" x 1/4"")"
"Plantain, green, fried, Puerto Rican style",plantain
"Plantain, green, fried, Puerto Rican style",slice
"Plantain, ripe, raw",medium
"Plantain, ripe, boiled (with salt, no fat added)",medium
"Plantain, ripe, boiled (with salt, no fat added)",slice
"Plantain, ripe, fried, Puerto Rican style ",medium
"Plantain, ripe, fried, Puerto Rican style ",slice
"Plantain, ripe, rolled in flour, fried","piece (2-1/2"" long)"
"Plantain, ripe, candied, Puerto Rican style",portion (1/2 plantain with syrup)
Plantain chips,portion (10 chips)
"Green banana, boiled (with salt, no fat added)",medium
"Green banana, fried",green banana
"Green banana, fried",slice
"Cassava (yuca blanca), cooked (with salt, no fat added)","cup, diced"
"Cassava (yuca blanca), cooked (with salt and margarine)","cup, diced"
"Cassava (yuca blanca), cooked (with salt and vegetable oil)","cup, diced"
"Cassava (yuca blanca), cooked (with salt and butter)","cup, diced"
Cassava bread (casabe),"piece (6"" across)"
"Cassava with creole sauce, Puerto Rican style",portion (2 pieces with sauce)
"Sweetpotato, white, Puerto Rican, boiled (with salt, no fat added)",medium potato
"Taro (Dasheen), boiled (with salt, no fat added)",slice
"Taro (Dasheen), fried in vegetable oil",slice
"Taro (Dasheen), baked (with salt, no fat added)",cup
Poi,cup
Taro chips,portion (10 chips)
"Beet greens, raw",cup
"Beet greens, cooked (with salt, no fat added)",cup
"Beet greens, cooked (with salt and margarine)",cup
"Beet greens, cooked (with salt and butter)",cup
"Beet greens, cooked (with salt and pork fat)",cup
"Swiss chard, raw",cup
"Swiss chard, raw",leaves
"Swiss chard, cooked (with salt, no fat added)","cup, leaves only"
"Swiss chard, cooked (with salt, no fat added)","cup, stalks and leaves"
"Swiss chard, cooked (with salt and margarine) ","cup, leaves only"
"Swiss chard, cooked (with salt and margarine) ","cup, stalks and leaves"
"Swiss chard, cooked (with salt and vegetable oil)","cup, leaves only"
"Swiss chard, cooked (with salt and vegetable oil)","cup, stalks and leaves"
"Collards, raw",cup
"Collards, fresh, cooked (with salt, no fat added)",cup
"Collards, canned, cooked, no fat added",cup
"Collards, fresh, cooked (with salt and margarine)",cup
"Collards, fresh, cooked (with salt and vegetable shortening) ",cup
"Collards, fresh, cooked (with salt and pork fat)",cup
"Collards, fresh, cooked (with salt and vegetable oil)",cup
"Collards, fresh, cooked (with salt and butter)",cup
"Collards, canned, cooked with margarine",cup
"Collards, canned, cooked with vegetable oil",cup
"Collards, canned, cooked with pork fat",cup
"Cress, fresh, cooked (with salt, no fat added)",cup
"Cress, fresh, cooked (with salt and margarine)",cup
"Dandelion greens, raw",cup
"Dandelion greens, cooked (with salt, no fat added)",cup
"Romaine lettuce, raw","cup, chicory"
"Romaine lettuce, raw","cup, endive"
"Romaine lettuce, raw","cup, escarole"
"Romaine lettuce, raw","cup, mixed greens"
"Romaine lettuce, raw","cup, romaine"
"Romaine lettuce, raw","leaf, endive"
"Romaine lettuce, raw","leaf, escarole"
"Romaine lettuce, raw","leaf, romaine"
"Romaine lettuce, raw",head
"Salad, Caesar, with dressing",cup
"Salad, Caesar, with dressing",Wendy's side salad
"Escarole, cooked (with salt, no fat added)",cup
"Greens, fresh, cooked (with salt, no fat added)",cup
"Greens, fresh, cooked (with salt and margarine)",cup
"Greens, fresh, cooked (with salt and vegetable oil)",cup
"Greens, fresh, cooked (with salt and animal fat)",cup
"Kale, fresh, cooked (with salt, no fat added)",cup
"Kale, canned, cooked, no fat added ",cup
"Kale, fresh, cooked (with salt and vegetable oil)",cup
"Kale, fresh, cooked (with salt and butter)",cup
"Kale, fresh, cooked (with salt and pork fat)",cup
"Mustard cabbage, cooked (with salt, no fat added)",cup
"Mustard greens, raw",cup
"Mustard greens, fresh, cooked (with salt, no fat added)",cup
"Mustard greens, canned, cooked, no fat added  ",cup
"Mustard greens, fresh, cooked (with salt and margarine)",cup
"Mustard greens, fresh, cooked (with salt and vegetable oil)",cup
"Mustard greens, fresh, cooked (with salt and animal fat)",cup
"Mustard greens, fresh, cooked (with salt and butter)",cup
"Mustard greens, canned, cooked, with margarine ",cup
"Mustard greens, canned, cooked, with butter",cup
"Mustard greens, canned, cooked, with vegetable oil",cup
"Mustard greens, canned, cooked, with animal fat",cup
"Poke greens, cooked (with salt, no fat added) ",cup
"Poke greens, cooked (with salt and vegetable oil)",cup
"Poke greens, cooked (with salt and pork fat)",cup
"Radicchio, raw","cup, shredded"
"Radicchio, raw",leaves
"Spinach, raw",cup
"Spinach, fresh, cooked (with salt, no fat added)",cup
"Spinach, frozen, cooked (with salt, no fat added)","cup, chopped"
"Spinach, frozen, cooked (with salt, no fat added)","cup, leaves"
"Spinach, canned, cooked, no fat added",cup
"Spinach, canned, cooked, no fat added",can
"Spinach, fresh, cooked (with salt and margarine)",cup
"Spinach, fresh, cooked (with salt and vegetable oil)",cup
"Spinach, fresh, cooked (with salt and butter)",cup
"Spinach, fresh, cooked (with salt and pork fat)",cup
"Spinach, frozen, cooked (with salt and margarine)","cup, chopped"
"Spinach, frozen, cooked (with salt and margarine)","cup, leaves"
"Spinach, frozen, cooked (with salt and butter)","cup, chopped"
"Spinach, frozen, cooked (with salt and butter)","cup, leaves"
"Spinach, frozen, cooked (with salt and vegetable oil)","cup, chopped"
"Spinach, frozen, cooked (with salt and vegetable oil)","cup, leaves"
"Spinach, frozen, cooked (with salt and vegetable shortening)","cup, chopped"
"Spinach, frozen, cooked (with salt and vegetable shortening)","cup, leaves"
"Spinach, frozen, cooked (with salt and pork fat)","cup, chopped"
"Spinach, frozen, cooked (with salt and pork fat)","cup, leaves"
"Spinach, canned, cooked with margarine",cup
"Spinach, canned, cooked with butter",cup
"Spinach, canned, cooked with pork fat",cup
"Spinach, canned, cooked with vegetable oil",cup
"Spinach, fresh, creamed",cup
"Spinach, frozen, creamed",cup
"Spinach, canned, creamed",cup
Spinach souffle,cup
"Spinach, fresh, cooked, with cheese sauce",cup
"Spinach,frozen, cooked, with cheese sauce",cup
"Spinach, canned, cooked, with cheese sauce",cup
Spinach and cheese casserole,cup
"Taro leaves, cooked (with salt, no fat added)",cup
"Turnip greens, fresh, cooked (with salt, no fat added)",cup
"Turnip greens, frozen, cooked (with salt, no fat added)",cup
"Turnip greens, canned, cooked, no fat added",cup
"Turnip greens, fresh, cooked (with salt and margarine)",cup
"Turnip greens, fresh, cooked (with salt and vegetable oil)",cup
"Turnip greens, fresh, cooked (with salt and margarine)",cup
"Turnip greens, fresh, cooked (with salt and pork fat)",cup
"Turnip greens, frozen, cooked (with salt and margarine)",cup
"Turnip greens, frozen, cooked (with salt and vegetable oil)",cup
"Turnip greens, frozen, cooked (with salt and pork fat)",cup
"Turnip greens, canned, cooked with margarine",cup
"Turnip greens, canned, cooked with vegetable oil",cup
"Turnip greens, canned, cooked with butter",cup
"Turnip greens, canned, cooked with pork fat",cup
"Turnip greens, canned, low sodium, no fat added",cup
"Turnip greens, canned, low sodium, with vegetable oil",cup
"Watercress, raw",cup
"Watercress, raw",sprig
"Watercress, cooked (with salt, no fat added) ",cup
"Broccoli, raw","cup, chopped"
"Broccoli, fresh, cooked (with salt, no fat added) ","cup, chopped"
"Broccoli, frozen, cooked (with salt, no fat added)","cup, chopped"
"Broccoli, fresh, cooked (with salt and margarine)  ","cup, chopped"
"Broccoli, fresh, cooked (with salt and butter) ","cup, chopped"
"Broccoli, fresh, cooked (with salt and vegetable oil","cup, chopped"
"Broccoli, frozen, cooked (with salt and margarine)  ","cup, chopped"
"Broccoli, frozen, cooked (with salt and butter) ","cup, chopped"
"Broccoli, frozen, cooked (with salt and vegetable oil)  ","cup, chopped"
"Broccoli, fresh, cooked,  with cheese sauce",cup
"Broccoli, frozen, cooked,  with cheese sauce",cup
"Broccoli casserole (broccoli, noodles, cream sauce)",cup
"Broccoli casserole (broccoli, rice, cheese, and cream of mushroom)",cup
"Broccoli, batter-dipped and fried",cup
"Broccoli soup, made with milk",cup
"Broccoli soup, made with water",cup
"Broccoli cheese soup, made with milk",cup
Spinach soup,cup
"Soup, leafy greens with meat, Asian style",cup
"Soup, leafy greens, meatless, Asian style",cup
"Carrots, raw","cup, slices"
"Carrots, raw",baby carrot(s)
"Carrots, raw",medium carrot
"Carrot salad, mayonnaise dressing",cup
"Carrot-apple salad,  mayonnaise dressing",cup
"Carrots, fresh, cooked (with salt, no fat added) ","cup, sliced"
"Carrots, fresh, cooked (with salt, no fat added) ",baby carrot(s)
"Carrots, fresh, cooked (with salt, no fat added) ","medium carrot (6"" to 7"" long)"
"Carrots, frozen, cooked (with salt, no fat added)","cup, sliced"
"Carrots, frozen, cooked (with salt, no fat added)",baby carrot(s)
"Carrots, canned, cooked, no fat added","cup, sliced"
"Carrots, canned, cooked, no fat added",baby carrot(s)
"Carrots, fresh, cooked (with salt and margarine)","cup, sliced"
"Carrots, fresh, cooked (with salt and margarine)",baby carrot(s)
"Carrots, fresh, cooked (with salt and margarine)","medium carrot (6"" to 7"" long)"
"Carrots, fresh, cooked (with salt and vegetable oil) ","cup, sliced"
"Carrots, fresh, cooked (with salt and vegetable oil) ",baby carrot(s)
"Carrots, fresh, cooked (with salt and vegetable oil) ","medium carrot (6"" to 7"" long)"
"Carrots, fresh, cooked (with salt and butter)","cup, sliced"
"Carrots, fresh, cooked (with salt and butter)",baby carrot(s)
"Carrots, fresh, cooked (with salt and butter)","medium carrot (6"" to 7"" long)"
"Carrots, frozen, cooked (with salt and margarine)","cup, sliced"
"Carrots, frozen, cooked (with salt and margarine)",baby carrot(s)
"Carrots, frozen, cooked (with salt and butter)","cup, sliced"
"Carrots, frozen, cooked (with salt and butter)",baby carrot(s)
"Carrots, frozen, cooked (with salt and vegetable oil)","cup, sliced"
"Carrots, frozen, cooked (with salt and vegetable oil)",baby carrot(s)
"Carrots, canned, cooked with margarine","cup, sliced"
"Carrots, canned, cooked with margarine",baby carrot(s)
"Carrots, canned, cooked with butter","cup, sliced"
"Carrots, canned, cooked with butter",baby carrot(s)
"Carrots, canned, cooked with vegetable oil","cup, sliced"
"Carrots, canned, cooked with vegetable oil",baby carrot(s)
"Carrots, fresh, cooked, creamed",cup
"Carrots, frozen, cooked, creamed",cup
"Carrots, canned, cooked, creamed ",cup
"Carrots, fresh, cooked, glazed, with margarine",baby carrot(s)
"Carrots, fresh, cooked, glazed, with margarine","medium carrot (6"" to 7"" long)"
"Carrots, fresh, cooked, glazed, with butter",baby carrot(s)
"Carrots, fresh, cooked, glazed, with butter","medium carrot (6"" to 7"" long)"
"Carrots, fresh, cooked, glazed, no fat added",baby carrot(s)
"Carrots, fresh, cooked, glazed, no fat added","medium carrot (6"" to 7"" long)"
"Carrots, frozen, cooked, glazed, with margarine",cup
"Carrots, frozen, cooked, glazed, no fat added",cup
"Carrots, frozen, cooked, glazed, with butter",cup
"Carrots, canned, cooked, glazed, with margarine",cup
"Carrots, canned, cooked, glazed, with butter",cup
"Carrots, canned, cooked, glazed, no fat added",cup
"Carrots, fresh, cooked, with cheese sauce",cup
"Carrots, frozen, cooked, with cheese sauce",cup
"Carrots, canned, cooked, with cheese sauce",cup
"Carrots, canned, low sodium, no fat added","cup, sliced"
Carrot juice,cup
"Peas and carrots, fresh, cooked (with salt, no fat added) ",cup
"Peas and carrots, frozen, cooked, (with salt, no fat added)",cup
"Peas and carrots, canned, cooked, no fat added",cup
"Peas and carrots, fresh, cooked (with salt and margarine)",cup
"Peas and carrots, fresh, cooked (with salt and butter) ",cup
"Peas and carrots, fresh, cooked (with salt and vegetable oil)",cup
"Peas and carrots, frozen, cooked (with salt and margarine) ",cup
"Peas and carrots, frozen, cooked (with salt and butter) ",cup
"Peas and carrots, frozen, cooked (with salt and vegetable oil)",cup
"Peas and carrots, canned, cooked with margarine ",cup
"Peas and carrots, canned, cooked with butter",cup
"Pumpkin, fresh, cooked (with salt, no fat added)",cup
"Pumpkin, frozen, cooked  (with salt, no fat added)",cup
"Pumpkin, canned, cooked, no fat added",cup
"Calabaza (Spanish pumpkin), cooked","cup, cubes"
"Calabaza (Spanish pumpkin), cooked","cup, mashed"
"Pumpkin fritters, Puerto Rican style","fritter (2"" across)"
"Squash, winter, mashed (with salt, no fat or sugar added)","cup, acorn"
"Squash, winter, mashed (with salt, no fat or sugar added)","cup, butternut"
